layer,name,value,unit,source,page_or_url,status,rationale,source_line,source_sha256
source_snapshot,group_preceding_distance_threshold,25,m,D:/matlab_huipu_2000/mainmain.m,539,source_explicit_modified,OR with group-head threshold; not a sensor range.,539,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,group_gap_factor,1.3,dimensionless,D:/matlab_huipu_2000/mainmain.m,637,source_explicit_modified,Group spacing threshold factor times gap.,637,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,reconfiguration_lead_factor,2.5,dimensionless,D:/matlab_huipu_2000/formationControl.m,50,source_explicit_modified,Source trigger is X2-vF*T*2.5. Do not attribute fixed S1/S2 boundary to the paper.,50,deb43b436f5b48747c50370491cecfeac6cd9a82f88cf87a60f693cb4e8069e8
source_snapshot,formation_min_speed_gate,15,m/s,D:/matlab_huipu_2000/formationControl.m,57,source_explicit_modified,Normal optimization only if minimum group speed >15; otherwise zero plan entries handled specially.,57,deb43b436f5b48747c50370491cecfeac6cd9a82f88cf87a60f693cb4e8069e8
source_snapshot,Tflow_effective,0.042,probability_per_lane_per_step,D:/matlab_huipu_2000/mainmain.m,37,source_explicit_modified,Last active assignment overrides earlier lists.,37,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,replan_every_steps,50,steps,D:/matlab_huipu_2000/mainmain.m,599,source_explicit_modified,Global planning schedule in source.,599,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,bezier_scale,3.5,dimensionless,D:/matlab_huipu_2000/trajectory_planning.m,3,source_explicit_modified,Endpoint control-point distance scaling.,3,9129237a1d7f0710e6e3924bfbeeba2abbda114c28a36d61fa2f440375181659
source_snapshot,optimizer_mesh_tolerance,0.1,solver_setting,D:/matlab_huipu_2000/singleVehicleCalculate.m,81,source_explicit_modified,Not a position-tracking error bound in metres.,81,bca76f19b7e8b484bac46e3edfe72258a1d81efa1a2ade08e20799c5e9c6ef50
source_snapshot,source_road_speed,41.66,m/s,D:/matlab_huipu_2000/New_Edge.m,10,source_explicit_modified,Road limit differs from optimizer max speed and paper vehicle maximum.,10,f93fd85c741e463b18514bf22b8133054b8f379e4ba49eac52e596d292699d3e
source_snapshot,source_downstream_lanes,3,lanes,D:/matlab_huipu_2000/New_Edge.m,11,source_explicit_modified,Conflicts with paper 3-to-2 physical topology; must rebuild downstream as 2.,11,f93fd85c741e463b18514bf22b8133054b8f379e4ba49eac52e596d292699d3e
source_snapshot,source_gui_lanechange_duration,1,s,D:/matlab_huipu_2000/mainmain.m,128,source_explicit_modified,GUI launch option; non-GUI branch does not carry same option.,128,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,source_lane_command_duration,2,s,D:/matlab_huipu_2000/mainmain.m,940,source_explicit_modified,"Lane-choice command duration, not guaranteed physical maneuver duration.",940,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,source_completion_x,1190,m,D:/matlab_huipu_2000/mainmain.m,980,source_explicit_modified,Legacy completion flag; new metrics must use actual 1200 m exit event.,980,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,same_lane_reference_spacing,30,m,D:/matlab_huipu_2000/formationControlNormal.m,26,derived_from_source,2*gap.,26,df8fef8dfcd7571660a43d903c1dfe079ed276f3e5adc3c1e683069a21c33afd
source_snapshot,adjacent_lane_offset,15,m,D:/matlab_huipu_2000/formationControlNormal.m,26,derived_from_source,gap.,26,df8fef8dfcd7571660a43d903c1dfe079ed276f3e5adc3c1e683069a21c33afd
source_snapshot,same_lane_nominal_net_gap_equal_4m_cars,26,m,D:/matlab_huipu_2000/formationControlNormal.m,26,derived_from_source,30-4 for aligned same-length vehicles; not a safety proof.,26,df8fef8dfcd7571660a43d903c1dfe079ed276f3e5adc3c1e683069a21c33afd
source_snapshot,insertion_nominal_front_or_rear_net_gap_equal_4m_cars,11,m,D:/matlab_huipu_2000/formationControlNormal.m,26,derived_from_source,15-4 after occupying intermediate slot; requires dynamic checks.,26,df8fef8dfcd7571660a43d903c1dfe079ed276f3e5adc3c1e683069a21c33afd
source_snapshot,source_reconfiguration_x,640,m,D:/matlab_huipu_2000/formationControl.m,50,derived_from_source,1000-28.8*5*2.5; source only.,50,deb43b436f5b48747c50370491cecfeac6cd9a82f88cf87a60f693cb4e8069e8
source_snapshot,source_group_gap_threshold,19.5,m,D:/matlab_huipu_2000/mainmain.m,637,derived_from_source,1.3*15; source only.,637,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,source_expected_flow_per_lane,1512,veh/(lane*h),D:/matlab_huipu_2000/mainmain.m,291,derived_from_source,3600*0.042/0.1; actual insertion can be lower.,291,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,source_expected_total_flow,4536,veh/h,D:/matlab_huipu_2000/mainmain.m,291,derived_from_source,Three independent lane trials per step.,291,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,paper_flow_bernoulli_probabilities,"[0.034722222222222224, 0.041666666666666664, 0.04861111111111111, 0.05555555555555555]",probability_per_lane_per_step,D:/matlab_huipu_2000/mainmain.m,291,derived_from_source,"Derived for exact paper demand levels at 0.1 s, not source stored values.",291,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,vehicle_brand,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,vehicle_width,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,wheelbase,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,front_rear_overhangs,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,mass_kg,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,yaw_inertia,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,front_rear_cornering_stiffness,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,actuator_parameters,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,sensor_specification,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,validated_fuel_coefficient_units,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
source_snapshot,explicit_emission_class,null,unresolved,Inspected source: unresolved,,unresolved,"Not established by inspected main chain, vehicle files and MAT snapshots. Do not infer from figure line width, the probability variable m, or fuel multiplier 1.2.",,
phase5,formation_reference_rule,"""front_first""",enum,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md: B rules comparison,supplementary_development_setting_unvalidated,"Predeclared B1 if/else comparison: retain current visible forward reference; otherwise nearest same-lane front (30m), then nearest forward adjacent corner (15m). B2 corner_first only reverses the two new-reference groups; exact ambiguity exits. No global slots, ID priority, side/rear reference or safety limit change.",,
phase5_r5,r5_enabled,true,bool,configs/phase5_r5.json,configs/phase5_r5.json:11,predeclared_r5_development_unvalidated,Separate version enabling local contention handling; never a third candidate in the frozen A/B comparison.,11,c828ecd82e6a36b91d5526f42072b969ad772da708cc2fb83b162dd67a99ed95
phase5_r5,r5_front_margin_m,2.0,m,configs/phase5_r5.json,configs/phase5_r5.json:17,predeclared_r5_development_unvalidated,"Predeclared geometric front-priority margin; equality remains ambiguous, with no label tie-break.",17,c828ecd82e6a36b91d5526f42072b969ad772da708cc2fb83b162dd67a99ed95
phase5_r5,r5_visible_inward_speed_mps,0.05,m/s,configs/phase5_r5.json,configs/phase5_r5.json:23,predeclared_r5_development_unvalidated,"Strictly greater measured inward inertial lateral speed is a conservative cue; independent m/s threshold, not hidden intent.",23,c828ecd82e6a36b91d5526f42072b969ad772da708cc2fb83b162dd67a99ed95
phase5_r5,r5_yield_deceleration_mps2,0.5,m/s^2,configs/phase5_r5.json,configs/phase5_r5.json:29,predeclared_r5_development_unvalidated,Additional yielding request magnitude; actual final request still uses inherited longitudinal and swept safety checks.,29,c828ecd82e6a36b91d5526f42072b969ad772da708cc2fb83b162dd67a99ed95
phase5_r5,r5_backoff_min_s,0.5,s,configs/phase5_r5.json,configs/phase5_r5.json:35,predeclared_r5_development_unvalidated,Lower endpoint of one private draw per persistent ambiguous episode; sealed before vehicle experiments.,35,c828ecd82e6a36b91d5526f42072b969ad772da708cc2fb83b162dd67a99ed95
phase5_r5,r5_backoff_max_s,2.0,s,configs/phase5_r5.json,configs/phase5_r5.json:41,predeclared_r5_development_unvalidated,Exclusive upper endpoint of the same private draw; different deadlines may share a behavior tick.,41,c828ecd82e6a36b91d5526f42072b969ad772da708cc2fb83b162dd67a99ed95
phase5_r5,r5_clear_stable_s,1.0,s,configs/phase5_r5.json,configs/phase5_r5.json:47,predeclared_r5_development_unvalidated,Consecutive visible no-competition duration before clearing an episode; missing time is not confirmation.,47,c828ecd82e6a36b91d5526f42072b969ad772da708cc2fb83b162dd67a99ed95
